"nome_arquivo","latitude","longitude"
"1MG2318",-15.2447,-45.3172
"1MT2319",-15.2328,-55.7411
"1GO2320",-15.2328,-47.5739
"4MT2321",-15.2242,-59.3503
,-15.2161,-47.1569
,-15.2156,-46.0306
"1MT2324",-15.2067,-56.3656
,-15.1678,-48.2794
,-15.1667,-42.5
"5BA2327",-15.1544,-39.7692
"5BA2328",-15.1389,-39.7242
"0MG2329",-15.0861,-43.1192
"5BA2330",-15.0861,-39.3422
,-15.0833,-43.1167
"4MT2332",-15.0767,-57.1825
"1GO2333",-15.0631,-48.1664
"1MT2334",-15.0356,-52.2375
"1MG2335",-15.0314,-46.2922
"0MG2336",-15.0225,-44.0536
"1GO2337",-15.0206,-49.8917
"4MT2338",-15.0081,-59.9492
"1GO2339",-14.9739,-48.6736
,-14.96,-57.4686
"5BA2341",-14.9589,-39.8075
,-14.9431,-41.7186
,-14.9333,-43.7
"1GO2344",-14.9275,-51.0828
"1MT2345",-14.9261,-54.9728
"5BA2346",-14.8694,-39.5883
,-14.8667,-43.9167
"5BA2348",-14.8597,-39.6583
"1GO2349",-14.8525,-48.7642
,-14.8506,-57.7678
"1MT2351",-14.8439,-55.855
"1MG2352",-14.8361,-45.1733
"1MT2353",-14.8342,-56.4117
"5BA2354",-14.8103,-39.4714
"1MT2355",-14.81,-55.2764
"1GO2356",-14.8039,-46.2533
"1GO2357",-14.7969,-49.1722
,-14.7864,-43.5514
"1MT2359",-14.7772,-55.2333
"0MG2360",-14.7711,-42.8875
,-14.7667,-43.9333
,-14.7667,-42.8833
"1GO2363",-14.7611,-49.5803
"1BA2364",-14.7603,-42.6561
"0MG2365",-14.7567,-43.9322
"1MG2366",-14.7475,-44.4111
,-14.7444,-40.4917
"1GO2368",-14.7414,-50.5772
"1GO2369",-14.7072,-47.5236
,-14.6778,-39.3894
"1MT2371",-14.6722,-52.3547
"1MT2372",-14.6525,-56.1239
"1MT2373",-14.6119,-53.9986
,-14.6094,-41.1342
"4MT2375",-14.5847,-57.925
"1GO2376",-14.5694,-48.1589
"1GO2377",-14.5553,-49.1394
"1GO2378",-14.5489,-48.1653
"1GO2379",-14.5325,-49.9628
"1GO2380",-14.475,-48.4583
"4MT2381",-14.4694,-59.5939
"4MT2382",-14.4694,-56.85
"4MT2383",-14.4511,-56.8142
,-14.45,-47.0458
"1GO2385",-14.4336,-49.7167
"1MG2386",-14.4311,-44.4817
,-14.4308,-41.0775
"1MT2388",-14.4178,-54.0494
,-14.4108,-42.8658
,-14.4058,-56.4464
,-14.4,-42.6333
,-14.3842,-58.2344
,-14.3372,-40.9089
"1GO2394",-14.3328,-50.7303
,-14.3267,-39.4686
"1MG2396",-14.3136,-44.4603
"1BA2397",-14.3044,-43.7681
"1BA2398",-14.2806,-44.4094
,-14.27,-42.2578
"1BA2400",-14.2683,-44.5217
"1MG2401",-14.2658,-44.1572
"0BA2402",-14.2594,-43.1656
"1GO2403",-14.2403,-48.0214
"1MT2404",-14.2206,-55.5067
"4MT2405",-14.1833,-57.5069
,-14.1803,-44.5308
"5BA2407",-14.1708,-39.6897
"4MT2408",-14.1564,-56.9331
,-14.1506,-48.0783
"1GO2410",-14.1347,-47.5117
"0BA2411",-14.0994,-41.2911
"1GO2412",-14.0972,-50.3328
"1MT2413",-14.0881,-51.6989
"1MT2414",-14.0764,-52.1503
"0BA2415",-14.0339,-40.9675
,-14.0222,-48.6111
,-13.9889,-47.9283
,-13.9297,-41.8992
,-13.9167,-43.55
"1MT2420",-13.91,-58.8981
"1MT2421",-13.8836,-52.4128
"0BA2422",-13.8822,-40.1403
"1GO2423",-13.8725,-49.0714
"1MT2424",-13.8419,-53.2417
"1GO2425",-13.82,-48.3239
"1MT2426",-13.8156,-56.1222
"0BA2427",-13.8128,-41.3019
"5BA2428",-13.8106,-39.1692
,-13.7969,-47.4617
,-13.79,-48.5669
"4MT2431",-13.7781,-59.7675
,-13.7667,-41.0333
"1BA2433",-13.7519,-46.14
"1GO2434",-13.7425,-46.8775
,-13.7342,-45.4033
"4MT2436",-13.7306,-60.5883
"1BA2437",-13.7106,-44.6325
"1MT2438",-13.7053,-52.0267
"1MT2439",-13.6922,-57.8944
"1GO2440",-13.6894,-50.7961
"1GO2441",-13.6858,-46.5656
"5BA2442",-13.6847,-39.4789
"1MT2443",-13.6414,-58.2892
,-13.6011,-39.4917
"5BA2445",-13.5967,-39.1247
"1MT2446",-13.57,-53.0744
"5BA2447",-13.5669,-39.0019
"1BA2448",-13.5667,-44.3061
"1MT2449",-13.5564,-55.3317
"1GO2450",-13.5508,-46.4672
,-13.5331,-48.1381
,-13.5331,-48.2269
"1GO2453",-13.5286,-50.1881
,-13.5128,-48.745
,-13.5042,-40.7486
"1MT2456",-13.4956,-52.4544
,-13.4797,-61.0464
"1MT2458",-13.4667,-58.975
"1BA2459",-13.4508,-44.5656
"4MT2460",-13.4483,-54.2811
"1GO2461",-13.4253,-47.1392
"1GO2462",-13.4097,-49.1564
"1BA2463",-13.4006,-44.1975
"1GO2464",-13.3975,-46.3158
"5BA2465",-13.3672,-39.0772
"4MT2466",-13.3417,-54.0772
"1BA2467",-13.3364,-44.6522
,-13.3286,-50.1994
"1GO2469",-13.3125,-46.0631
,-13.2975,-39.8214
,-13.2925,-43.9092
"0BA2472",-13.2842,-41.3953
,-13.2822,-41.3947
"1BA2474",-13.2778,-44.5589
"1GO2475",-13.2447,-49.5017
"5BA2476",-13.225,-39.5042
,-13.2167,-40.5833
"4RO2478",-13.1967,-60.8233
,-13.1961,-44.1533
"4MT2480",-13.1831,-59.8769
,-13.1333,-40.7667
"4RO2482",-13.1142,-60.5483
"1GO2483",-13.1028,-49.2014
,-13.0847,-43.4661
"4MT2485",-13.0661,-57.1133
"1TO2486",-13.0419,-48.4069
"1GO2487",-13.0367,-46.7769
"5BA2488",-13.0308,-39.0322
,-13.0222,-40.0681
"5BA2490",-13.0167,-38.8833
"0BA2491",-13.0075,-41.37
"5BA2492",-13.0025,-38.6431
"1BA2493",-12.9936,-44.8061
"0BA2494",-12.99,-40.9633
,-12.9833,-44.05
"1MT2496",-12.9806,-56.3156
"4MT2497",-12.9397,-51.8264
"0BA2498",-12.9347,-41.0658
"1TO2499",-12.9311,-49.8294
"0BA2500",-12.9292,-40.225
,-12.9,-39.85
"1MT2502",-12.8675,-58.0703
"1BA2503",-12.8669,-43.3814
,-12.8514,-62.8992
"1GO2505",-12.8206,-50.3361
,-12.8131,-54.7517
"1MT2507",-12.805,-51.0194
"0BA2508",-12.8017,-41.3275
"4MT2509",-12.7978,-54.2486
"0BA2510",-12.77,-41.5392
"1BA2511",-12.7692,-43.9575
,-12.7667,-43.95
,-12.7664,-41.5361
"1BA2514",-12.7653,-45.9439
"0BA2515",-12.7622,-40.2108
,-12.7167,-39.8667
,-12.7139,-46.4086
"1BA2518",-12.6636,-45.0194
,-12.6617,-44.285
,-12.6031,-38.1375
"4RO2521",-12.6014,-62.1783
,-12.6,-42.5167
"1TO2523",-12.585,-47.4867
"5BA2524",-12.585,-39.5183
,-12.5703,-38.0567
,-12.55,-42.0667
"4MT2527",-12.5178,-54.9125
"0BA2528",-12.4975,-41.2961
,-12.4878,-61.0464
"1TO2530",-12.4836,-49.1244
,-12.4667,-42.2333
"1BA2532",-12.4306,-45.0858
,-12.4269,-64.4225
"1TO2534",-12.4181,-49.59
"1TO2535",-12.4156,-47.1997
"1BA2536",-12.4114,-45.1203
"1BA2537",-12.3892,-44.9322
"1TO2538",-12.3875,-48.7108
"4MT2539",-12.3658,-54.4892
,-12.3161,-42.8956
,-12.3069,-44.5344
,-12.3061,-42.0919
"5BA2543",-12.3003,-38.6439
,-12.2903,-50.9656
"0BA2545",-12.2525,-41.6156
"0BA2546",-12.2519,-42.7628
"5BA2547",-12.2514,-38.515
,-12.2325,-47.3244
"5BA2549",-12.2103,-38.2006
"4RO2550",-12.2092,-61.6286
,-12.1997,-43.8317
"1BA2552",-12.1806,-43.2233
"4MT2553",-12.1642,-51.6969
"1BA2554",-12.1347,-45.1042
"5BA2555",-12.1303,-37.9417
"1BA2556",-12.1256,-45.8108
"4MT2557",-12.1164,-58.0003
"1TO2558",-12.0986,-49.9475
"1TO2559",-12.0908,-46.4794
,-12.0625,-42.2322
,-12.0603,-59.6503
"5BA2562",-12.0575,-37.7564
"0BA2563",-12.0192,-41.0547
"4RO2564",-12.0153,-60.855
"0BA2565",-12.0036,-42.6283
"1BA2566",-11.9794,-44.8772
,-11.9292,-54.9981
"1BA2568",-11.8961,-45.6119
"0BA2569",-11.8656,-40.5178
"1BA2570",-11.8525,-45.1222
,-11.845,-59.3394
"1TO2572",-11.8394,-49.7717
"0BA2573",-11.8383,-40.7722
"1TO2574",-11.7972,-49.525
"0BA2575",-11.7828,-38.3481
"5BA2576",-11.7683,-37.8036
,-11.7667,-41.8833
"4RO2578",-11.7497,-61.7764
"4RO2579",-11.7489,-60.8678
"1TO2580",-11.7372,-49.1361
"4MT2581",-11.73,-51.9889
"4MT2582",-11.7178,-58.0472
"4MT2583",-11.715,-57.0419
"1TO2584",-11.6969,-47.7283
"4MT2585",-11.6914,-55.4486
"4RO2586",-11.6836,-61.1922
"1MT2587",-11.6747,-51.3764
"0BA2588",-11.655,-37.9369
"4MT2589",-11.6511,-55.7025
"1TO2590",-11.6253,-46.8106
"1MT2591",-11.6197,-50.6625
"1BA2592",-11.6139,-44.1575
"1TO2593",-11.61,-47.045
"1TO2594",-11.5789,-47.1739
"0BA2595",-11.5633,-43.2753
"0BA2596",-11.5533,-40.6
,-11.55,-41.9667
"5BA2598",-11.5419,-37.5661
"4MT2599",-11.5358,-57.4172
"1TO2600",-11.5314,-48.2947
"4MT2601",-11.5242,-54.3589
,-11.5167,-40.7833
"1BA2603",-11.5119,-45.0419
"0BA2604",-11.4742,-39.7847
"4MT2605",-11.4714,-56.4333
,-11.4603,-45.6153
,-11.4408,-61.4839
"0BA2608",-11.4325,-40.6044
"0BA2609",-11.4106,-40.3036
,-11.4081,-58.7186
"4MT2611",-11.3933,-52.235
,-11.3667,-64.8864
,-11.3667,-41.6
"0BA2614",-11.3561,-42.2736
"4MT2615",-11.3417,-58.3383
"1BA2616",-11.3414,-43.8278
"1TO2617",-11.3389,-49.2653
"0BA2618",-11.3286,-42.305
"0BA2619",-11.3,-41.8667
"5SE2620",-11.2667,-37.4431
"0BA2621",-11.2556,-39.3817
"4MT2622",-11.2531,-57.5067
"0BA2623",-11.2425,-39.7886
"0BA2624",-11.2303,-39.9658
"1MT2625",-11.2203,-50.8072
"1MT2626",-11.2192,-50.6686
"4RO2627",-11.1969,-61.5281
,-11.1892,-40.2664
"0BA2629",-11.1669,-40.6692
"1BA2630",-11.1544,-45.0092
"1TO2631",-11.1403,-47.5767
"0BA2632",-11.0981,-38.5131
"0BA2633",-11.0956,-39.5231
"0BA2634",-11.0936,-40.4325
"1BA2635",-11.0847,-43.1386
"4AC2636",-11.0833,-68.8667
"0BA2637",-11.0631,-38.8353
,-11.05,-45.2
"1BA2639",-11.0478,-45.2019
,-11.0333,-38.4333
"5SE2641",-11.0303,-37.4783
"4AC2642",-11.0233,-68.735
,-11.0167,-41.8833
,-11.0094,-44.8658
"1BA2645",-11.0061,-44.5256
,-11.0036,-62.6561
"4MT2647",-11.0028,-54.8053
"1BA2648",-10.9925,-45.5267
"0BA2649",-10.9864,-42.3422
,-10.9856,-40.7481
"0BA2651",-10.9742,-39.6328
"4MT2652",-10.9542,-55.5486
"4AC2653",-10.9436,-69.5656
"5SE2654",-10.9417,-37.345
,-10.9333,-40.4
"5SE2656",-10.9167,-37.05
,-10.89,-40.6997
,-10.8814,-57.5811
"4MT2659",-10.8672,-51.6306
"0BA2660",-10.8444,-40.1117
"4MT2661",-10.8342,-58.8033
,-10.8233,-38.5458
"0BA2663",-10.8217,-38.5444
"4MT2664",-10.8072,-52.7461
"0BA2665",-10.8025,-40.38
"4MT2666",-10.7986,-55.4486
"4RO2667",-10.7925,-65.3478
"0BA2668",-10.7822,-39.2067
"0BA2669",-10.7747,-39.5581
"1TO2670",-10.7636,-48.9022
"1TO2671",-10.7553,-47.7647
,-10.7508,-47.5361
"4MT2673",-10.7461,-54.5461
"1TO2674",-10.7344,-49.8564
"1TO2675",-10.7167,-48.4167
,-10.6994,-44.4508
"0BA2677",-10.6961,-38.57
"5SE2678",-10.6528,-37.1928
"0BA2679",-10.6514,-39.7211
"4AC2680",-10.6497,-68.5067
,-10.6397,-58.0039
"4MT2682",-10.6044,-55.1033
,-10.6,-40.95
"4MT2684",-10.5886,-58.8678
,-10.5833,-45.2833
"5SE2686",-10.5781,-36.9156
,-10.5758,-67.6767
"1BA2688",-10.5622,-45.695
"4MT2689",-10.5533,-52.1806
,-10.5464,-46.4186
"4MT2691",-10.5392,-53.6089
"4RO2692",-10.5169,-62.0014
"4RO2693",-10.505,-63.6461
"5SE2694",-10.4833,-37.0667
"1MT2695",-10.4611,-50.5125
,-10.45,-45.15
"4RO2697",-10.4458,-62.4656
"1TO2698",-10.4411,-49.1792
"4MT2699",-10.4344,-60.5572
"5AL2700",-10.4064,-36.4261
,-10.4053,-36.4219
"0BA2702",-10.3947,-40.1147
"4MT2703",-10.3894,-56.4172
,-10.3614,-39.5094
"4AC2705",-10.3242,-67.1886
,-10.3225,-41.8306
"1TO2707",-10.3133,-48.1625
"4MT2708",-10.3125,-58.5017
"5AL2709",-10.285,-36.5564
"4RO2710",-10.2364,-62.3458
"4RO2711",-10.2364,-62.6272
,-10.2167,-44.6333
,-10.2167,-36.8333
,-10.2153,-36.8239
"4MT2715",-10.1753,-59.4517
"1TO2716",-10.1653,-48.8906
,-10.1167,-36.65
"4MT2718",-10.1125,-55.57
,-10.0667,-67.9333
,-10.0333,-43.95
"0AL2721",-10.0314,-36.3039
"4MT2722",-10.0189,-51.1228
,-10.0122,-37.8939
,-10.0097,-40.6908
,-9.9906,-47.4786
"4MT2726",-9.9769,-57.4739
"4AC2727",-9.9758,-67.8
"0AL2728",-9.9728,-37.0033
,-9.9703,-49.9936
"1TO2730",-9.9606,-47.6747
,-9.95,-45.4833
"4MT2732",-9.9417,-57.1331
"4RO2733",-9.9317,-63.0569
,-9.9222,-39.7044
"4AC2735",-9.8881,-67.1392
,-9.8872,-62.9881
"4RO2737",-9.8872,-62.9878
"4MT2738",-9.8703,-56.1022
"4MT2739",-9.8564,-58.2489
,-9.8286,-36.5094
"4MT2741",-9.8186,-54.8864
,-9.8022,-41.7833
"1TO2743",-9.8011,-49.6564
,-9.7833,-45.0333
,-9.77,-39.8764
"4RO2746",-9.7608,-63.2875
"4RO2747",-9.7556,-66.6117
"0AL2748",-9.7525,-37.4467
,-9.75,-44.8667
,-9.7447,-37.1025
,-9.7372,-39.6292
"5AL2752",-9.7164,-35.8917
,-9.7031,-65.3647
,-9.7,-45.3833
"4MT2755",-9.6939,-56.4742
"4RO2756",-9.6814,-61.9789
"0BA2757",-9.6767,-40.6039
,-9.65,-37.7667
"4MT2759",-9.6433,-56.0186
"0AL2760",-9.6261,-37.7561
"1TO2761",-9.6244,-49.1553
"1TO2762",-9.5972,-46.6728
"4RO2763",-9.5864,-62.3939
,-9.5833,-35.8167
"4AC2765",-9.5667,-68.2833
"4MT2766",-9.5664,-57.3947
"1TO2767",-9.5642,-48.3875
"0BA2768",-9.5597,-40.6467
,-9.5569,-39.4736
"4PA2770",-9.5353,-50.8608
,-9.5333,-36.4333
,-9.5164,-64.8122
,-9.5072,-36.0233
,-9.5008,-67.2822
"0BA2775",-9.4908,-40.2044
,-9.4833,-35.8333
"5AL2777",-9.4675,-35.8564
"4RO2778",-9.4667,-63.25
,-9.4667,-37.4667
"1TO2780",-9.4575,-47.3269
"4MT2781",-9.4561,-58.2242
,-9.45,-36.3833
"0PE2783",-9.4056,-40.5033
"4AC2784",-9.4017,-72.7025
,-9.4,-37
"0AL2786",-9.3928,-37.9942
"5AL2787",-9.3792,-36.2492
"0AL2788",-9.3728,-37.2453
,-9.3672,-37.2292
,-9.3667,-42.7833
"5AL2791",-9.3192,-36.4731
"5AL2792",-9.3136,-35.9497
"1TO2793",-9.3069,-47.9292
,-9.3,-46.7
,-9.3,-36.1333
,-9.2833,-35.7167
,-9.27,-49.9589
"4RO2798",-9.2606,-63.1619
"1TO2799",-9.2572,-49.0642
,-9.2333,-35.35
,-9.2333,-35.4833
,-9.2275,-50.2108
,-9.1833,-37.4333
,-9.1792,-62.9531
"5AL2805",-9.1689,-36.2197
,-9.1667,-36.2167
,-9.1667,-35.5167
"5AL2808",-9.1544,-36.0358
,-9.15,-42.9833
"0BA2810",-9.1225,-39.9364
"1MA2811",-9.1131,-45.9261
"4AC2812",-9.1103,-68.9933
"0PE2813",-9.1056,-37.1317
,-9.0667,-35.4
,-9.0439,-68.5772
,-9.0167,-41.9667
,-9.0167,-35.2333
"5AL2818",-9.0042,-36.0511
"0PE2819",-8.9989,-40.2731
"4AC2820",-8.9353,-72.785
"4RO2821",-8.9322,-62.0556
"0AL2822",-8.9208,-37.8306
"4AC2823",-8.8842,-69.2681
,-8.8833,-38.2167
"4MT2825",-8.8703,-57.4164
,-8.8667,-36.9667
"5AL2827",-8.8419,-35.4475
"1TO2828",-8.8319,-48.8172
"1MA2829",-8.8211,-45.9681
"1PI2830",-8.8131,-44.2156
"1MA2831",-8.8128,-46.0781
"0PE2832",-8.8042,-39.8225
"1TO2833",-8.8022,-49.5556
,-8.7667,-63.9167
"0PE2835",-8.765,-38.9606
"1TO2836",-8.7375,-47.2417
,-8.7356,-67.4003
,-8.6858,-70.5511
"5PE2839",-8.6794,-35.5772
"4PA2840",-8.6603,-50.4442
,-8.6514,-71.5683
"5PE2842",-8.6375,-35.3056
"0PE2843",-8.6231,-39.2392
,-8.6167,-36.7
"0PE2845",-8.6161,-39.9994
"0PE2846",-8.6064,-38.5786
"4TO2847",-8.5739,-48.6903
"0PE2848",-8.5392,-38.1928
"0PE2849",-8.5203,-39.6408
,-8.4333,-37.4167
,-8.4,-41.8167
"1TO2852",-8.3992,-48.1303
"1TO2853",-8.3917,-47.7628
,-8.3833,-38.3333
"0PE2855",-8.3656,-36.5603
"4PA2856",-8.3464,-51.4428
,-8.3344,-65.7194
"1MA2858",-8.3175,-45.9678
,-8.3028,-36.0108
"5PE2860",-8.2792,-35.0633
,-8.2675,-72.7344
"0PE2862",-8.2628,-39.8472
"4AM2863",-8.25,-67.3667
"0PE2864",-8.2397,-38.5278
"4AC2865",-8.235,-73.3006
,-8.2,-43.7
,-8.1894,-36.7069
"4PA2868",-8.1872,-55.1194
,-8.1833,-37.9167
"0PE2870",-8.1778,-39.7314
,-8.1636,-70.3564
,-8.15,-37.4833
"0PE2873",-8.1456,-36.3703
"5PE2874",-8.1408,-35.3997
,-8.1333,-44.4167
,-8.1333,-41.15
,-8.1167,-42.95
,-8.1136,-35.2839
"1MA2879",-8.1014,-45.5875
,-8.0978,-63.6475
"0PE2881",-8.0922,-39.5742
"5PE2882",-8.0794,-34.9036
"1TO2883",-8.0528,-48.4817
,-8.05,-44.4667
"5PE2885",-8.05,-34.9167
"4PA2886",-8.0439,-50.0006
,-8.0178,-72.0347
"0PE2888",-8.0119,-35.6961
"0PI2889",-8.0056,-41.5014
"0PE2890",-8.0006,-38.2447
,-8,-35.2908
,-7.9986,-35.0319
"0PE2893",-7.9864,-36.5006
,-7.9711,-46.8064
"5PE2895",-7.9681,-35.1567
"0PE2896",-7.9619,-36.2022
"4AC2897",-7.9511,-71.4822
"0PE2898",-7.9428,-35.6342
,-7.9333,-43.2167
,-7.9333,-40.8833
"1MA2901",-7.9286,-45.9886
,-7.91,-35.9886
"0PE2903",-7.9039,-36.0469
,-7.9,-41.5667
"5PE2905",-7.8942,-35.1733
"5PE2906",-7.8789,-35.4519
"4TO2907",-7.8778,-48.8786
"0PE2908",-7.8678,-37.9725
"1TO2909",-7.8594,-47.9289
"0PE2910",-7.8547,-35.7644
,-7.8503,-72.0192
,-7.85,-41.9167
"5PE2913",-7.8428,-35.1825
,-7.8333,-41.1167
"4PA2915",-7.8283,-50.8289
"4AM2916",-7.8228,-61.2442
,-7.8167,-42.9333
"0CE2918",-7.8167,-39.0667
"4AM2919",-7.8028,-62.3478
,-7.8,-42.5
,-7.7389,-37.6483
,-7.7333,-42.25
"4AM2923",-7.7172,-66.9847
"1TO2924",-7.7147,-47.315
,-7.7053,-60.5783
,-7.7025,-66.0514
,-7.6833,-44.6
"0CE2928",-7.6833,-39
,-7.6667,-41.25
"4TO2930",-7.6553,-49.065
,-7.6333,-43.95
,-7.6308,-62.6633
,-7.6,-43.0333
"0CE2934",-7.5833,-39.2
"0CE2935",-7.5833,-39.2833
,-7.5667,-44.7167
"4TO2937",-7.5606,-48.4228
"1PI2938",-7.5572,-45.2444
,-7.55,-67.5592
"0CE2940",-7.5333,-39.1167
"0CE2941",-7.5333,-38.8333
"0PB2942",-7.5283,-35.9997
"1MA2943",-7.5233,-46.0339
,-7.5189,-65.35
,-7.5153,-63.0286
"4PA2946",-7.5108,-55.2636
"4PA2947",-7.5061,-50.0447
"0CE2948",-7.4911,-38.9833
,-7.4833,-42.5667
"0PI2950",-7.4497,-41.4775
"4AC2951",-7.4356,-73.6522
,-7.4281,-70.0225
,-7.4167,-43.1833
,-7.4,-39.2
"0CE2955",-7.4,-39.1333
,-7.3856,-73.085
"0CE2957",-7.3833,-38.7667
"1MA2958",-7.3747,-45.6078
,-7.3667,-41.1333
,-7.3667,-39.05
"4PA2961",-7.3511,-50.4081
,-7.3389,-58.155
"0CE2963",-7.3333,-39.3
"0CE2964",-7.3333,-38.6667
"1MA2965",-7.3314,-46.3075
"4TO2966",-7.3231,-49.2242
"1MA2967",-7.3231,-47.4644
,-7.3167,-42.7833
"0CE2969",-7.3,-38.9333
"0CE2970",-7.2997,-38.9847
,-7.2828,-40.4669
,-7.2667,-70.9833
,-7.2667,-43.9333
,-7.25,-42.55
"0CE2975",-7.25,-39.1333
"0PI2976",-7.2464,-42.5419
"1PI2977",-7.2453,-43.6444
"4AM2978",-7.2358,-72.3336
,-7.2333,-44.55
"0CE2980",-7.2333,-39.4167
"0CE2981",-7.2333,-39.4
"0PB2982",-7.2175,-36.8289
"0CE2983",-7.2167,-39.3167
"0PB2984",-7.2142,-37.9258
,-7.205,-60.6436
,-7.2008,-59.8922
,-7.2,-40.2
"0CE2988",-7.2,-40.1333
"0CE2989",-7.1833,-39.7333
,-7.1811,-41.7642
"0CE2991",-7.1667,-38.7667
"0CE2992",-7.1667,-38.9167
"1MA2993",-7.1578,-46.5544
,-7.1544,-48.6031
"1MA2995",-7.1386,-45.3478
,-7.1333,-40.9
"5PB2997",-7.13,-35.0475
"0CE2998",-7.1,-40.0167
"0CE2999",-7.1,-39.6833
"5PB3000",-7.1,-34.8667
"4PA3001",-7.0986,-49.9597
,-7.0833,-43.5167
,-7.0833,-40.6167
"1MA3004",-7.0814,-44.8125
"0CE3005",-7.0667,-40.3667
"4PA3006",-7.0606,-55.4078
,-7.0508,-71.6842
"0CE3008",-7.05,-39.8667
,-7.05,-38.7
,-7.0333,-39.4667
"0CE3011",-7.0333,-39.2833
"0PB3012",-7.0294,-35.4681
,-7.0167,-42.1333
,-7.0083,-62.7872
"0CE3015",-7,-39.7333
,-6.9833,-41.1167
"0PI3017",-6.9733,-42.1061
"4PA3018",-6.9678,-56.4728
,-6.9667,-42.6667
"0CE3020",-6.95,-39.1667
,-6.95,-38.9667
"4AM3022",-6.9333,-60.5167
"0CE3023",-6.9167,-39.5667
,-6.9,-41.3167
"0CE3025",-6.9,-40.1667
,-6.8833,-39.2167
"4TO3027",-6.8692,-49.0986
"0CE3028",-6.8667,-40.3667
,-6.8667,-39.3833
"0CE3030",-6.8667,-39.8667
"0CE3031",-6.85,-38.7333
"1MA3032",-6.8442,-45.1092
"1TO3033",-6.8392,-47.9706
,-6.8333,-40.6167
"1MA3035",-6.8183,-46.3336
,-6.8167,-43.5
,-6.8167,-41.7333
,-6.8167,-39.5167
"0CE3039",-6.8167,-38.9667
,-6.8153,-50.5389
"4AM3041",-6.8,-70.65
"4PA3042",-6.8,-56.7333
"0CE3043",-6.8,-39.3
,-6.7953,-59.0408
"4PA3045",-6.7947,-49.5486
"0CE3046",-6.7833,-39.9833
"0CE3047",-6.7833,-38.8
"0CE3048",-6.7833,-38.7167
"0CE3049",-6.7667,-40.05
"0CE3050",-6.7628,-38.9606
"1MA3051",-6.7619,-43.0264
"0CE3052",-6.75,-38.9667
"4PA3053",-6.7444,-51.1492
"0PB3054",-6.7353,-38.4481
,-6.7333,-38.7167
"4PA3056",-6.7025,-51.7986
,-6.6828,-39.75
,-6.6722,-48.4703
"4PA3059",-6.6714,-55.4958
,-6.6667,-41.7
"0CE3061",-6.65,-40.5167
"0CE3062",-6.6461,-39.9594
,-6.6333,-42.6833
,-6.6333,-41.2833
"0CE3065",-6.6333,-39.3167
"0CE3066",-6.6333,-38.7
"0PI3067",-6.6183,-42.6939
"4AM3068",-6.6167,-69.1333
"0MA3069",-6.61,-43.4011
,-6.6,-39.6333
"0CE3071",-6.6,-39.0667
"0PB3072",-6.5983,-35.5292
"0RN3073",-6.5936,-36.785
,-6.5667,-42.2167
"0CE3075",-6.5667,-40.1167
,-6.5389,-64.3858
"0CE3077",-6.5333,-39.9
"0CE3078",-6.5333,-39.5
"0CE3079",-6.5167,-39.5167
"0CE3080",-6.4667,-39.1167
"0RN3081",-6.4622,-37.3025
"0RN3082",-6.4511,-37.0906
"4AM3083",-6.4417,-68.2439
,-6.4333,-40.7167
,-6.4333,-39.3333
"4PA3086",-6.4278,-49.4197
"4TO3087",-6.4131,-48.5333
"0CE3088",-6.4089,-38.8636
,-6.4,-42.2833
,-6.4,-41.75
"0CE3091",-6.4,-39.4
"0CE3092",-6.4,-38.85
"0CE3093",-6.3833,-39.3
"0CE3094",-6.3744,-39.2933
"1MA3095",-6.3692,-44.3594
"0CE3096",-6.3667,-39.3
,-6.3639,-48.0725
,-6.3606,-61.7667
,-6.35,-39.6667
"0CE3100",-6.3333,-38.7333
"0RN3101",-6.3286,-35.6958
"0CE3102",-6.3264,-40.1589
"0CE3103",-6.3167,-40.15
"0CE3104",-6.3167,-39.0333
"1TO3105",-6.2886,-47.3919
,-6.2575,-55.7733
,-6.25,-42.85
,-6.25,-41.4333
"0CE3109",-6.25,-39.75
"0CE3110",-6.25,-39.2667
"0CE3111",-6.25,-38.9167
,-6.2478,-61.8392
"0RN3113",-6.2428,-35.9947
,-6.2358,-57.7756
,-6.2333,-42.6833
"0CE3116",-6.2333,-39.1833
"0CE3117",-6.2167,-40.7
,-6.2167,-38.6667
"0RN3119",-6.2128,-38.4256
,-6.2022,-54.0728
"0CE3121",-6.2,-39.3167
,-6.2,-38.5333
"1MA3123",-6.1928,-46.2689
,-6.1833,-40.15
,-6.1833,-39.4167
"1MA3126",-6.1747,-43.7792
"0CE3127",-6.1333,-39.8667
,-6.1167,-41.7833
"0CE3129",-6.1167,-39.45
"4PA3130",-6.1053,-49.3775
"5RN3131",-6.0853,-35.2486
,-6.0833,-39.7333
"1MA3133",-6.0669,-44.7144
,-6.0667,-40.8
"0CE3135",-6.05,-38.35
"0CE3136",-6.05,-38.6167
"0CE3137",-6.05,-38.4667
,-6.0392,-45.9206
"1MA3139",-6.0275,-44.2539
"0CE3140",-6.0167,-40.2833
"1MA3141",-6.0103,-44.3444
"1MA3142",-6.0022,-45.3942
"4AM3143",-6.0003,-60.1878
,-6,-38.5
"0PI3145",-5.9756,-43.0617
"1MA3146",-5.97,-43.4158
"4AM3147",-5.9533,-64.3164
,-5.9347,-50.0692
,-5.9347,-49.6767
,-5.9333,-42.7333
,-5.9333,-42.1167
,-5.9167,-39.2667
"0CE3153",-5.9022,-38.6314
